S_No,Speed_Range,Weight,Dead_Alive,Airbag,Seatbelt,Frontal,Sex,Age_of_Occupant,Year_of_Accident,Vehicle_Year,Airbag_Deploy,Occ_Role,Inj_Severity
5144,40-54,46.566,dead,No Airbag,Yes,TRUE,Female,46,1998,1988,Unavailable,Driver,4
5145,25-39,49.69,alive,No Airbag,Yes,FALSE,Female,32,1998,1992,Unavailable,Driver,3
5146,25-39,49.69,alive,Airbag,No,TRUE,Male,58,1998,1992,Deploy,Driver,1
5147,25-39,49.69,alive,No Airbag,Yes,TRUE,Female,57,1998,1992,Unavailable,Passenger,3
5148, 10-24,131.685,alive,Airbag,Yes,TRUE,Female,50,1998,1998,NoDeploy,Driver,1
5149,25-39,516.325,alive,Airbag,Yes,FALSE,Female,18,1998,1999,NoDeploy,Driver,1
5150, 10-24,163.825,alive,Airbag,No,TRUE,Female,39,1998,1997,Deploy,Driver,2
5151, 10-24,537.445,alive,No Airbag,Yes,TRUE,Female,37,1998,1994,Unavailable,Driver,2
5152,40-54,642.344,alive,Airbag,Yes,TRUE,Female,23,1998,1995,Deploy,Driver,0
5153, 10-24,642.344,alive,No Airbag,Yes,TRUE,Male,46,1998,1986,Unavailable,Driver,0
5154, 10-24,642.344,alive,No Airbag,Yes,TRUE,Female,42,1998,1986,Unavailable,Passenger,0
5155, 10-24,49.483,alive,Airbag,No,FALSE,Female,49,1998,1997,NoDeploy,Driver,3
5156,25-39,49.483,alive,Airbag,Yes,TRUE,Female,20,1998,1995,Deploy,Driver,2
5157, 10-24,127.601,alive,Airbag,No,TRUE,Male,29,1998,1998,NoDeploy,Driver,1
5158, 10-24,127.601,alive,Airbag,Yes,TRUE,Male,32,1998,1998,NoDeploy,Passenger,2
5159,55+,49.69,alive,No Airbag,No,TRUE,Male,24,1998,1989,Unavailable,Driver,3
5160, 10-24,134.747,alive,Airbag,Yes,TRUE,Female,16,1998,1997,Deploy,Driver,1
5161, 10-24,442.052,alive,Airbag,Yes,FALSE,Female,35,1998,1992,NoDeploy,Driver,0
5162,25-39,442.052,alive,No Airbag,No,TRUE,Male,18,1998,1988,Unavailable,Driver,0
5163,25-39,442.052,alive,No Airbag,No,TRUE,Male,21,1998,1988,Unavailable,Passenger,2
5164, 1-9,528.332,alive,Airbag,Yes,FALSE,Female,20,1998,1998,NoDeploy,Driver,0
5165, 10-24,49.483,alive,Airbag,No,TRUE,Male,20,1998,1998,Deploy,Driver,3
5166, 10-24,32.994,alive,No Airbag,No,TRUE,Male,21,1998,1979,Unavailable,Driver,3
5167,25-39,333.548,alive,No Airbag,No,TRUE,Male,32,1998,1988,Unavailable,Driver,2
5168,25-39,333.548,alive,No Airbag,No,TRUE,Male,33,1998,1988,Unavailable,Passenger,3
5169, 10-24,599.619,alive,No Airbag,Yes,TRUE,Male,32,1998,1990,Unavailable,Driver,0
5170,55+,49.483,alive,Airbag,No,TRUE,Male,69,1998,1999,Deploy,Driver,3
5171,40-54,21.279,alive,No Airbag,No,TRUE,Male,62,1998,1972,Unavailable,Driver,3
5172,55+,46.566,dead,Airbag,No,TRUE,Male,36,1998,1996,NoDeploy,Driver,4
5173,25-39,49.69,alive,Airbag,Yes,TRUE,Female,33,1998,1998,Deploy,Driver,1
5174, 10-24,56.978,alive,Airbag,Yes,FALSE,Female,60,1998,1998,Deploy,Driver,1
5175,25-39,56.978,alive,Airbag,Yes,TRUE,Female,47,1998,1994,Deploy,Driver,3
5176,40-54,46.566,alive,No Airbag,No,TRUE,Female,46,1998,1993,Unavailable,Driver,4
5177,25-39,1115.887,alive,Airbag,Yes,TRUE,Male,44,1998,1997,Deploy,Driver,0
5178, 10-24,648.408,alive,Airbag,Yes,TRUE,Male,56,1998,1996,NoDeploy,Driver,0
5179, 10-24,339.042,alive,Airbag,Yes,TRUE,Male,73,1998,1995,Deploy,Driver,0
5180, 10-24,1112.263,alive,Airbag,Yes,TRUE,Male,73,1998,1998,Deploy,Driver,0
5181,25-39,1112.263,alive,No Airbag,Yes,FALSE,Female,23,1998,1993,Unavailable,Driver,1
5182,25-39,1112.263,alive,No Airbag,Yes,FALSE,Male,22,1998,1993,Unavailable,Passenger,2
5183, 10-24,49.483,alive,Airbag,No,FALSE,Male,17,1998,1995,Deploy,Driver,1
5184, 10-24,49.483,alive,Airbag,No,FALSE,Female,16,1998,1995,Deploy,Passenger,3
5185, 10-24,134.747,alive,Airbag,Yes,FALSE,Female,19,1998,1990,Deploy,Driver,0
5186,55+,134.747,alive,No Airbag,Yes,TRUE,Male,55,1998,1985,Unavailable,Driver,0
5187,55+,134.747,alive,No Airbag,No,TRUE,Female,26,1998,1985,Unavailable,Passenger,2
5188,40-54,134.747,alive,Airbag,Yes,FALSE,Female,52,1998,1998,NoDeploy,Driver,1
5189,25-39,528.332,alive,No Airbag,Yes,TRUE,Female,16,1998,1985,Unavailable,Driver,0
5190,40-54,46.566,alive,No Airbag,No,TRUE,Male,21,1998,1986,Unavailable,Driver,3
5191,40-54,46.566,alive,No Airbag,No,TRUE,Female,21,1998,1986,Unavailable,Passenger,3
5192,25-39,46.566,alive,No Airbag,Yes,TRUE,Male,24,1998,1994,Unavailable,Driver,2
5193,25-39,46.566,dead,No Airbag,Yes,TRUE,Male,24,1998,1994,Unavailable,Passenger,4
5194, 10-24,46.566,dead,Airbag,Yes,TRUE,Male,74,1998,1994,NoDeploy,Driver,4
5195,25-39,46.566,alive,No Airbag,No,TRUE,Female,22,1998,1993,Unavailable,Driver,3
5196,25-39,46.566,alive,No Airbag,Yes,FALSE,Male,51,1998,1993,Unavailable,Driver,1
5197,25-39,46.566,alive,No Airbag,Yes,FALSE,Female,49,1998,1993,Unavailable,Passenger,1
5198, 10-24,1471.766,alive,Airbag,Yes,TRUE,Female,34,1998,1998,Deploy,Driver,0
5199, 10-24,46.566,dead,Airbag,No,FALSE,Male,80,1998,1998,NoDeploy,Driver,4
5200,25-39,46.566,alive,No Airbag,Yes,TRUE,Female,43,1998,1993,Unavailable,Driver,2
5201,25-39,304.103,alive,No Airbag,No,TRUE,Male,36,1998,1991,Unavailable,Driver,0
5202,25-39,304.103,alive,Airbag,Yes,FALSE,Male,22,1998,1993,Deploy,Driver,3
5203,25-39,304.103,alive,No Airbag,Yes,FALSE,Male,22,1998,1993,Unavailable,Passenger,3
5204,25-39,49.483,alive,Airbag,No,TRUE,Male,73,1998,1997,Deploy,Driver,3
5205,40-54,49.483,alive,Airbag,Yes,TRUE,Female,45,1998,1997,Deploy,Driver,3
5206, 10-24,49.483,alive,Airbag,No,TRUE,Female,26,1998,1995,Deploy,Driver,0
5207, 10-24,49.483,alive,Airbag,No,TRUE,Female,26,1998,1995,Deploy,Passenger,3
5208, 10-24,49.483,alive,Airbag,No,TRUE,Male,41,1998,1997,Deploy,Driver,3
5209,25-39,49.483,alive,Airbag,Yes,TRUE,Female,23,1998,1995,Deploy,Driver,3
5210,25-39,84.612,alive,Airbag,Yes,TRUE,Male,38,1998,1994,Deploy,Driver,3
5211,25-39,1022.323,alive,Airbag,Yes,TRUE,Male,28,1998,1997,Deploy,Driver,0
5212, 10-24,0,alive,Airbag,Yes,FALSE,Male,49,1998,1998,Deploy,Driver,0
5213, 10-24,0,alive,No Airbag,Yes,TRUE,Female,16,1998,1993,Unavailable,Driver,1
5214, 10-24,0,alive,Airbag,Yes,FALSE,Female,20,1998,1998,Deploy,Driver,1
5215, 10-24,0,alive,Airbag,Yes,FALSE,Female,21,1998,1998,Deploy,Passenger,1
5216,25-39,0,alive,Airbag,Yes,TRUE,Female,23,1998,1998,Deploy,Driver,2
5217,25-39,0,alive,Airbag,Yes,TRUE,Male,29,1998,1998,Deploy,Driver,0
5218,25-39,0,alive,Airbag,Yes,TRUE,Male,22,1998,1998,Deploy,Driver,2
5219, 10-24,0,alive,Airbag,Yes,TRUE,Male,25,1998,1998,Deploy,Driver,2
5220, 10-24,0,alive,Airbag,Yes,TRUE,Female,41,1998,1998,Deploy,Driver,1
5221,25-39,0,alive,Airbag,Yes,TRUE,Female,21,1998,1998,Deploy,Driver,1
5222,25-39,0,alive,Airbag,No,TRUE,Female,17,1998,1998,Deploy,Driver,1
5223, 10-24,0,alive,Airbag,Yes,TRUE,Male,42,1998,1999,Deploy,Driver,0
5224,25-39,0,alive,Airbag,Yes,TRUE,Female,47,1998,1998,Deploy,Driver,1
5225, 10-24,426.933,alive,No Airbag,Yes,TRUE,Female,37,1998,1993,Unavailable,Driver,3
5226, 10-24,7040.031,alive,No Airbag,No,TRUE,Male,21,1998,1989,Unavailable,Driver,1
5227, 10-24,112.886,alive,No Airbag,Yes,FALSE,Male,18,1998,1989,Unavailable,Driver,3
5228, 10-24,112.886,alive,No Airbag,Yes,FALSE,Male,17,1998,1989,Unavailable,Passenger,0
5229, 10-24,112.886,alive,No Airbag,Yes,TRUE,Female,61,1998,1989,Unavailable,Driver,1
5230,55+,32.467,dead,Airbag,Yes,FALSE,Male,22,1998,1991,Deploy,Driver,4
5231,55+,32.467,alive,No Airbag,Yes,TRUE,Male,26,1998,1994,Unavailable,Driver,3
5232,40-54,31.155,alive,No Airbag,No,FALSE,Male,24,1998,1986,Unavailable,Driver,2
5233,40-54,31.155,alive,No Airbag,No,FALSE,Female,47,1998,1986,Unavailable,Passenger,3
5234, 10-24,1056.514,alive,No Airbag,Yes,TRUE,Male,27,1998,1991,Unavailable,Driver,0
5235, 10-24,1056.514,alive,Airbag,Yes,FALSE,Female,23,1998,1997,Deploy,Driver,1
5236, 10-24,38.635,alive,Airbag,Yes,TRUE,Male,55,1998,1996,Deploy,Driver,3
5237,55+,38.635,alive,Airbag,Yes,FALSE,Male,29,1998,1994,Deploy,Driver,1
5238,25-39,38.635,alive,Airbag,Yes,TRUE,Female,39,1998,1997,Deploy,Driver,1
5239,25-39,27.482,alive,Airbag,No,FALSE,Male,19,1998,1995,Deploy,Driver,3
5240,25-39,27.482,alive,Airbag,Yes,TRUE,Female,33,1998,1996,Deploy,Driver,3
5241,25-39,31.155,alive,No Airbag,No,FALSE,Male,52,1998,1986,Unavailable,Driver,3
5242, 10-24,31.155,alive,No Airbag,Yes,TRUE,Male,28,1998,1986,Unavailable,Driver,1
5243, 10-24,140.652,alive,No Airbag,Yes,TRUE,Female,84,1998,1984,Unavailable,Driver,0
5244,25-39,140.652,alive,Airbag,Yes,FALSE,Female,26,1998,1997,Deploy,Driver,1
5245,40-54,333.858,alive,No Airbag,No,TRUE,Male,20,1998,1979,Unavailable,Driver,2
5246,25-39,27.482,alive,Airbag,Yes,TRUE,Male,40,1998,1994,Deploy,Driver,3
5247,55+,31.155,alive,No Airbag,Yes,TRUE,Male,37,1998,1980,Unavailable,Driver,3
5248,55+,31.155,alive,No Airbag,No,TRUE,Male,36,1998,1980,Unavailable,Passenger,3
5249,40-54,31.155,alive,No Airbag,Yes,TRUE,Male,42,1998,1986,Unavailable,Driver,3
5250, 10-24,31.155,alive,Airbag,No,TRUE,Male,21,1998,1997,Deploy,Driver,0
5251, 10-24,31.155,alive,No Airbag,Yes,FALSE,Male,33,1998,1990,Unavailable,Driver,3
5252,25-39,149.546,alive,No Airbag,Yes,FALSE,Female,64,1998,1992,Unavailable,Driver,3
5253, 10-24,149.546,alive,No Airbag,No,TRUE,Male,32,1998,1985,Unavailable,Driver,1
5254, 10-24,1661.071,alive,Airbag,Yes,FALSE,Female,35,1998,1997,NoDeploy,Driver,0
5255, 10-24,1661.071,alive,Airbag,Yes,FALSE,Male,16,1998,1997,NoDeploy,Passenger,0
5256, 10-24,27.482,alive,Airbag,Yes,TRUE,Female,18,1998,1996,Deploy,Driver,3
5257, 10-24,31.155,alive,No Airbag,No,TRUE,Male,68,1998,1989,Unavailable,Driver,0
5258, 10-24,31.155,alive,No Airbag,No,TRUE,Female,64,1998,1989,Unavailable,Passenger,2
5259, 10-24,31.155,alive,Airbag,Yes,FALSE,Female,24,1998,1997,NoDeploy,Driver,0
5260, 10-24,31.155,alive,Airbag,Yes,FALSE,Female,27,1998,1997,NoDeploy,Passenger,0
5261, 10-24,166.348,alive,Airbag,Yes,TRUE,Male,40,1998,1998,NoDeploy,Driver,0
5262, 10-24,166.348,alive,No Airbag,Yes,TRUE,Male,30,1998,1993,Unavailable,Driver,2
5263,40-54,394.851,alive,No Airbag,Yes,TRUE,Male,28,1998,1985,Unavailable,Driver,0
5264,40-54,394.851,alive,No Airbag,No,TRUE,Male,28,1998,1985,Unavailable,Passenger,2
5265, 10-24,1089.212,alive,No Airbag,Yes,FALSE,Male,31,1998,1986,Unavailable,Driver,0
5266, 10-24,3551.895,alive,No Airbag,Yes,TRUE,Female,56,1998,1993,Unavailable,Driver,0
5267, 10-24,3551.895,alive,No Airbag,Yes,TRUE,Male,48,1998,1993,Unavailable,Passenger,0
5268,25-39,27.482,alive,Airbag,No,FALSE,Male,54,1998,1995,Deploy,Driver,3
5269,25-39,27.482,alive,No Airbag,Yes,TRUE,Male,47,1998,1990,Unavailable,Driver,1
5270,25-39,27.482,alive,No Airbag,Yes,TRUE,Female,31,1998,1990,Unavailable,Passenger,2
5271,40-54,31.155,alive,No Airbag,Yes,TRUE,Female,16,1998,1994,Unavailable,Driver,2
5272,40-54,31.155,alive,No Airbag,Yes,TRUE,Female,17,1998,1994,Unavailable,Passenger,2
5273,25-39,31.155,alive,No Airbag,Yes,TRUE,Male,31,1998,1992,Unavailable,Driver,3
5274,25-39,260.233,alive,Airbag,Yes,TRUE,Male,35,1998,1997,Deploy,Driver,1
5275,25-39,887.842,alive,Airbag,Yes,TRUE,Male,21,1998,1997,NoDeploy,Driver,0
5276,25-39,887.842,alive,Airbag,Yes,TRUE,Male,49,1998,1997,NoDeploy,Passenger,0
5277, 10-24,1703.953,alive,No Airbag,Yes,TRUE,Male,17,1998,1988,Unavailable,Driver,0
5278, 10-24,32.467,dead,Airbag,Yes,TRUE,Male,66,1998,1995,NoDeploy,Driver,4
5279,25-39,31.155,alive,No Airbag,Yes,TRUE,Male,46,1998,1988,Unavailable,Driver,3
5280,25-39,31.155,alive,No Airbag,Yes,TRUE,Female,30,1998,1994,Unavailable,Driver,3
5281,25-39,31.155,alive,No Airbag,Yes,TRUE,Male,49,1998,1994,Unavailable,Passenger,3
5282,25-39,31.155,alive,No Airbag,Yes,FALSE,Male,24,1998,1992,Unavailable,Driver,3
5283,25-39,31.155,alive,Airbag,Yes,FALSE,Female,73,1998,1992,Deploy,Driver,3
5284, 10-24,31.155,alive,No Airbag,No,TRUE,Male,75,1998,1990,Unavailable,Driver,3
5285, 10-24,996.642,alive,Airbag,Yes,FALSE,Female,31,1998,1996,NoDeploy,Driver,0
5286,25-39,32.467,dead,Airbag,No,FALSE,Male,33,1998,1993,Deploy,Driver,4
5287,25-39,32.467,alive,No Airbag,No,FALSE,Female,25,1998,1993,Unavailable,Passenger,1
5288, 10-24,27.482,alive,Airbag,Yes,TRUE,Female,29,1998,1997,Deploy,Driver,3
5289,25-39,1066.099,alive,No Airbag,Yes,TRUE,Male,19,1998,1985,Unavailable,Driver,0
5290,25-39,1066.099,alive,No Airbag,Yes,TRUE,Female,19,1998,1985,Unavailable,Passenger,1
5291,25-39,1066.099,alive,No Airbag,Yes,FALSE,Male,21,1998,1991,Unavailable,Driver,0
5292,25-39,1066.099,alive,No Airbag,Yes,FALSE,Female,21,1998,1991,Unavailable,Passenger,2
5293,40-54,32.467,dead,No Airbag,No,FALSE,Female,42,1998,1986,Unavailable,Driver,4
5294,40-54,32.467,dead,No Airbag,No,FALSE,Male,30,1998,1986,Unavailable,Passenger,4
5295,40-54,32.467,dead,Airbag,Yes,FALSE,Female,34,1998,1993,NoDeploy,Driver,4
5296,25-39,32.467,alive,No Airbag,Yes,TRUE,Male,31,1998,1982,Unavailable,Driver,2
5297,25-39,32.467,alive,No Airbag,Yes,TRUE,Male,31,1998,1982,Unavailable,Passenger,1
5298, 10-24,4236.77,alive,No Airbag,Yes,TRUE,Female,26,1998,1991,Unavailable,Driver,2
5299, 10-24,229.527,alive,No Airbag,Yes,FALSE,Male,41,1998,1985,Unavailable,Driver,0
5300, 10-24,229.527,alive,No Airbag,Yes,FALSE,Male,42,1998,1985,Unavailable,Passenger,1
5301, 10-24,229.527,alive,No Airbag,Yes,TRUE,Female,37,1998,1989,Unavailable,Driver,2
5302, 10-24,633.16,alive,No Airbag,Yes,FALSE,Female,22,1998,1989,Unavailable,Driver,0
5303, 10-24,633.16,alive,No Airbag,Yes,FALSE,Male,18,1998,1985,Unavailable,Driver,0
5304,40-54,31.155,alive,No Airbag,No,TRUE,Male,19,1998,1985,Unavailable,Driver,2
5305,40-54,31.155,alive,No Airbag,Yes,TRUE,Male,17,1998,1985,Unavailable,Passenger,3
5306, 10-24,27.482,alive,Airbag,Yes,TRUE,Female,24,1998,1994,Deploy,Driver,2
5307, 10-24,582.647,alive,No Airbag,No,TRUE,Male,54,1998,1985,Unavailable,Driver,2
5308, 10-24,1607.252,alive,No Airbag,Yes,FALSE,Male,21,1998,1989,Unavailable,Driver,0
5309, 10-24,27.482,alive,No Airbag,Yes,TRUE,Female,57,1998,1994,Unavailable,Driver,3
5310, 10-24,123.341,alive,Airbag,Yes,TRUE,Female,74,1998,1995,Deploy,Driver,2
5311, 10-24,123.341,alive,Airbag,Yes,TRUE,Male,74,1998,1995,Deploy,Passenger,2
5312,25-39,123.341,alive,No Airbag,Yes,TRUE,Female,57,1998,1990,Unavailable,Driver,2
5313, 10-24,292.768,alive,No Airbag,Yes,FALSE,Male,30,1998,1984,Unavailable,Driver,1
5314, 1-9,807.611,alive,No Airbag,Yes,FALSE,Female,41,1998,1982,Unavailable,Passenger,0
5315,55+,31.155,alive,No Airbag,No,TRUE,Male,19,1998,1991,Unavailable,Driver,3
5316,55+,31.155,alive,No Airbag,No,TRUE,Male,20,1998,1991,Unavailable,Passenger,3
5317, 10-24,383.68,alive,Airbag,Yes,FALSE,Female,19,1998,1998,NoDeploy,Driver,0
5318, 10-24,40.814,alive,Airbag,Yes,TRUE,Female,17,1998,1995,Deploy,Driver,1
5319, 10-24,40.814,alive,No Airbag,Yes,FALSE,Female,47,1998,1992,Unavailable,Driver,1
5320, 10-24,40.814,alive,No Airbag,Yes,TRUE,Male,71,1998,1986,Unavailable,Driver,3
5321,25-39,315.4,alive,No Airbag,No,TRUE,Female,35,1998,1986,Unavailable,Driver,2
5322, 10-24,870.042,alive,No Airbag,Yes,FALSE,Male,85,1998,1983,Unavailable,Driver,0
5323, 10-24,870.042,alive,No Airbag,Yes,FALSE,Male,54,1998,1983,Unavailable,Passenger,1
5324, 10-24,870.042,alive,No Airbag,Yes,TRUE,Male,30,1998,1988,Unavailable,Driver,1
5325, 10-24,870.042,alive,No Airbag,Yes,TRUE,Female,31,1998,1988,Unavailable,Passenger,0
5326, 10-24,31.155,alive,No Airbag,No,FALSE,Male,73,1998,1983,Unavailable,Driver,2
5327, 10-24,31.155,alive,Airbag,Yes,TRUE,Male,36,1998,1992,Deploy,Driver,0
5328, 10-24,31.155,alive,No Airbag,Yes,TRUE,Female,31,1998,1992,Unavailable,Passenger,3
5329, 10-24,31.155,alive,Airbag,No,FALSE,Male,34,1998,1997,Deploy,Driver,0
5330, 10-24,31.155,alive,Airbag,No,FALSE,Male,30,1998,1997,Deploy,Passenger,0
5331, 10-24,31.155,alive,Airbag,Yes,TRUE,Male,38,1998,1991,Deploy,Driver,3
5332,25-39,31.155,alive,No Airbag,No,FALSE,Male,25,1998,1988,Unavailable,Driver,1
5333,25-39,31.155,alive,No Airbag,No,FALSE,Male,25,1998,1988,Unavailable,Passenger,2
5334,25-39,31.155,alive,Airbag,Yes,TRUE,Female,31,1998,1993,Deploy,Driver,0
5335, 10-24,31.155,alive,No Airbag,No,TRUE,Female,21,1998,1988,Unavailable,Driver,3
5336, 10-24,31.155,alive,Airbag,Yes,TRUE,Male,32,1998,1995,NoDeploy,Driver,0
5337, 10-24,2247.956,alive,Airbag,Yes,TRUE,Male,46,1998,1992,Deploy,Driver,0
5338, 10-24,2247.956,alive,No Airbag,Yes,TRUE,Male,38,1998,1992,Unavailable,Passenger,2
5339,40-54,27.482,alive,Airbag,Yes,TRUE,Female,51,1998,1997,Deploy,Driver,3
5340,55+,27.482,alive,Airbag,No,TRUE,Male,64,1998,1998,Deploy,Driver,3
5341,40-54,31.155,alive,Airbag,No,TRUE,Female,22,1998,1994,Deploy,Driver,3
5342,25-39,99.215,alive,Airbag,No,TRUE,Male,25,1998,1994,Deploy,Driver,1
5343,25-39,99.215,alive,No Airbag,Yes,FALSE,Female,53,1998,1985,Unavailable,Driver,3
5344, 10-24,766.718,alive,No Airbag,Yes,FALSE,Male,32,1998,1987,Unavailable,Driver,0
5345,25-39,31.155,alive,No Airbag,Yes,FALSE,Female,43,1998,1993,Unavailable,Driver,3
5346, 10-24,31.155,alive,No Airbag,Yes,TRUE,Female,18,1998,1991,Unavailable,Driver,0
5347, 10-24,31.155,alive,No Airbag,Yes,TRUE,Female,21,1998,1991,Unavailable,Passenger,0
5348, 10-24,31.155,alive,No Airbag,Yes,TRUE,Female,72,1998,1983,Unavailable,Driver,3
5349, 10-24,194.14,alive,Airbag,No,TRUE,Female,35,1998,1995,Deploy,Driver,1
5350,25-39,460.82,alive,No Airbag,No,TRUE,Male,24,1998,1988,Unavailable,Driver,2
5351, 10-24,460.82,alive,Airbag,Yes,TRUE,Female,34,1998,1994,Deploy,Driver,1
5352,55+,27.482,alive,No Airbag,Yes,TRUE,Female,48,1998,1988,Unavailable,Driver,3
5353,25-39,27.482,alive,Airbag,Yes,FALSE,Male,40,1998,1997,NoDeploy,Driver,0
5354,25-39,27.482,alive,Airbag,Yes,FALSE,Female,42,1998,1997,NoDeploy,Passenger,3
5355,25-39,358.176,alive,Airbag,Yes,TRUE,Male,40,1998,1997,Deploy,Driver,2
5356,25-39,358.176,alive,No Airbag,Yes,FALSE,Female,37,1998,1992,Unavailable,Driver,2
5357, 10-24,31.155,alive,No Airbag,No,FALSE,Male,16,1998,1993,Unavailable,Driver,3
5358, 10-24,31.155,alive,Airbag,Yes,TRUE,Female,44,1998,1997,Deploy,Driver,1
5359, 10-24,66.945,alive,Airbag,No,FALSE,Male,34,1998,1996,NoDeploy,Driver,2
5360,25-39,158.904,alive,No Airbag,No,TRUE,Male,41,1998,1990,Unavailable,Driver,2
5361,25-39,158.904,alive,No Airbag,No,TRUE,Female,37,1998,1983,Unavailable,Driver,2
5362,25-39,158.904,alive,No Airbag,Yes,TRUE,Male,70,1998,1983,Unavailable,Passenger,2
5363,25-39,228.397,alive,Airbag,Yes,FALSE,Male,62,1998,1996,Deploy,Driver,0
5364, 10-24,332.214,alive,Airbag,Yes,FALSE,Female,45,1998,1998,NoDeploy,Driver,0
5365,25-39,383.68,alive,No Airbag,Yes,TRUE,Female,20,1998,1993,Unavailable,Driver,1
5366,25-39,383.68,alive,No Airbag,Yes,TRUE,Female,50,1998,1993,Unavailable,Passenger,2
5367, 10-24,281.693,alive,No Airbag,Yes,TRUE,Female,39,1998,1987,Unavailable,Driver,1
5368, 10-24,281.693,alive,No Airbag,Yes,FALSE,Male,19,1998,1990,Unavailable,Driver,0
5369, 10-24,281.693,alive,No Airbag,Yes,FALSE,Female,19,1998,1990,Unavailable,Passenger,1
5370, 10-24,404.886,alive,No Airbag,No,FALSE,Male,33,1998,1985,Unavailable,Driver,0
5371, 10-24,31.155,alive,No Airbag,No,TRUE,Female,23,1998,1992,Unavailable,Driver,3
5372,25-39,31.155,alive,No Airbag,No,TRUE,Male,21,1998,1990,Unavailable,Driver,3
5373,55+,173.349,dead,No Airbag,No,TRUE,Female,54,1998,1984,Unavailable,Driver,2
5374, 10-24,478.191,alive,No Airbag,Yes,FALSE,Female,27,1998,1994,Unavailable,Driver,0
5375,25-39,32.467,alive,Airbag,No,TRUE,Male,19,1998,1998,Deploy,Driver,2
5376,25-39,32.467,dead,Airbag,No,FALSE,Male,57,1998,1994,NoDeploy,Driver,4
5377,25-39,27.482,alive,Airbag,Yes,FALSE,Female,46,1998,1995,NoDeploy,Driver,3
5378,25-39,27.482,alive,Airbag,Yes,FALSE,Female,23,1998,1995,NoDeploy,Passenger,1
5379,25-39,31.155,alive,No Airbag,Yes,TRUE,Female,60,1998,1993,Unavailable,Driver,2
5380,25-39,31.155,alive,No Airbag,Yes,TRUE,Female,84,1998,1993,Unavailable,Passenger,3
5381, 10-24,124.423,alive,Airbag,Yes,TRUE,Female,38,1998,1998,Deploy,Driver,0
5382, 10-24,124.423,alive,Airbag,No,TRUE,Male,18,1998,1998,Deploy,Passenger,0
5383, 10-24,124.423,alive,Airbag,Yes,FALSE,Female,22,1998,1998,Deploy,Driver,2
5384, 10-24,124.423,alive,Airbag,No,FALSE,Male,25,1998,1998,Deploy,Passenger,1
5385, 10-24,124.423,alive,Airbag,Yes,FALSE,Male,34,1998,1997,Deploy,Driver,1
5386, 10-24,124.423,alive,Airbag,Yes,TRUE,Male,20,1998,1993,Deploy,Driver,1
5387,40-54,27.482,alive,No Airbag,No,TRUE,Male,26,1998,1988,Unavailable,Driver,3
5388,25-39,31.155,alive,Airbag,Yes,TRUE,Male,75,1998,1995,Deploy,Driver,2
5389,25-39,31.155,alive,Airbag,Yes,TRUE,Female,70,1998,1995,Deploy,Passenger,2
5390, 10-24,31.155,alive,Airbag,Yes,TRUE,Male,36,1998,1992,Deploy,Driver,1
5391, 10-24,31.155,alive,No Airbag,Yes,TRUE,Female,38,1998,1992,Unavailable,Passenger,2
5392,55+,47.412,alive,No Airbag,No,TRUE,Male,25,1998,1985,Unavailable,Driver,3
5393,25-39,366.393,alive,No Airbag,Yes,TRUE,Female,34,1998,1989,Unavailable,Driver,1
5394,25-39,366.393,alive,Airbag,Yes,FALSE,Female,76,1998,1995,NoDeploy,Driver,0
5395,25-39,366.393,alive,Airbag,Yes,FALSE,Female,83,1998,1995,NoDeploy,Passenger,0
5396,25-39,1010.709,alive,No Airbag,Yes,TRUE,Female,39,1998,1983,Unavailable,Driver,0
5397,25-39,1010.709,alive,No Airbag,Yes,TRUE,Female,36,1998,1983,Unavailable,Passenger,0
5398, 10-24,31.155,alive,No Airbag,No,FALSE,Male,20,1998,1985,Unavailable,Driver,3
5399, 10-24,31.155,alive,No Airbag,No,FALSE,Male,41,1998,1985,Unavailable,Passenger,3
5400, 10-24,116.39,alive,Airbag,Yes,FALSE,Male,25,1998,1995,Deploy,Driver,1
5401, 10-24,116.39,alive,No Airbag,Yes,TRUE,Female,34,1998,1987,Unavailable,Driver,1
5402, 10-24,116.39,alive,No Airbag,Yes,TRUE,Female,26,1998,1987,Unavailable,Passenger,1
5403, 10-24,276.268,alive,No Airbag,No,TRUE,Male,34,1998,1976,Unavailable,Driver,2
5404, 10-24,276.268,alive,No Airbag,No,TRUE,Male,31,1998,1976,Unavailable,Passenger,2
5405, 10-24,3014.196,alive,No Airbag,Yes,TRUE,Male,35,1998,1984,Unavailable,Driver,1
5406,25-39,31.155,alive,No Airbag,No,TRUE,Male,19,1998,1994,Unavailable,Driver,3
5407,25-39,31.155,alive,No Airbag,No,TRUE,Male,23,1998,1994,Unavailable,Passenger,3
5408, 10-24,242.381,alive,Airbag,Yes,TRUE,Female,41,1998,1998,Deploy,Driver,0
5409, 10-24,242.381,alive,Airbag,Yes,FALSE,Female,39,1998,1997,Deploy,Driver,1
5410, 10-24,242.381,alive,Airbag,Yes,FALSE,Female,58,1998,1997,Deploy,Passenger,2
5411,25-39,826.936,alive,Airbag,Yes,TRUE,Male,30,1998,1995,Deploy,Driver,0
5412, 10-24,93.723,alive,Airbag,Yes,TRUE,Female,74,1998,1998,Deploy,Driver,0
5413, 10-24,93.723,alive,Airbag,Yes,FALSE,Female,30,1998,1997,NoDeploy,Driver,1
